vysoudit	vy-soud-i-t
splasknout	s-plask-nou-t
story	story
vyrážet	vy-ráž-e-t
viděl	vid-ě-l
rodinná	rod-in-n-á
obdiv	ob-div
zoufnout	zouf-nou-t
narýžovat	na-rýž-ova-t
vydovádět	vy-do-vád-ě-t
combo	comb-o
zvýhodnění	z-vý-hod-n-ěn-í
volše	volš-e
průplavem	prů-plav-em
kryptofašista	krypto-faš-ist-a
zvonek	zvon-ek
sebezapřením	seb-e-za-př-e-n-ím
kokain	kokain
michal	michal
rozsednout	roz-sed-nou-t
neurofyziologie	neuro-fyzi-o-log-i-e
pípat	píp-a-t
zavznívat	za-v-zn-í-v-a-t
pokreslit	po-kres-l-i-t
přimalovat	při-mal-ova-t
pokračování	po-krač-ová-n-í
červenit	červen-i-t
lahev	lahev
předepíše	přede-píš-e
fluňky	fluňk-y
pojísti	po-jíst-i
přivonět	při-von-ě-t
technizovat	techn-iz-ova-t
flaksa	flaks-a
vzpamatoval	vz-pamat-ova-l
ječela	ječ-e-l-a
vzmáhat	vz-máh-a-t
mentorovat	mentor-ova-t
konektivní	konekt-iv-n-í
li	li
opravdovské	o-prav-d-ov-sk-é
předbíhat	před-bíh-a-t
nymburka	nymburk-a
hradec	hrad-ec
dekompenzovat	de-kom-penz-ova-t
zemském	zem-sk-ém
odmítá	od-mít-á
svatováclavský	svat-o-václav-sk-ý
údajů	ú-daj-ů
zažíhat	za-žíh-a-t
pohašteřit	po-hašteř-i-t
celosvětové	cel-o-svět-ov-é
povadit	po-vad-i-t
zloděje	zl-o-děj-e
drží	drž-í
dušek	duš-ek
podklesnout	pod-kles-nou-t
vybagrovat	vy-bagr-ova-t
udělati	u-děl-a-ti
nutno	nut-n-o
holiči	hol-i-č-i
prochozený	pro-choz-en-ý
zbrocovat	z-broc-ova-t
radečském	radeč-sk-ém
zkamenělý	z-kamen-ěl-ý
nesouhlas	ne-sou-hlas
přepásávat	pře-pás-á-v-a-t
délce	dél-c-e
vyhynout	vy-hyn-ou-t
vmanévrovat	v-man-évr-ova-t
navrhujeme	na-vrh-uje-me
culit	cul-i-t
doprobrat	do-pro-br-a-t
ordinovat	ordin-ova-t
kacířskost	kacíř-sk-ost
možnou	mož-n-ou
špehovat	špeh-ova-t
obloze	ob-loz-e
vychlístnout	vy-chlíst-nou-t
party	party
titanzinek	titan-zinek
zneprůchodnit	z-ne-prů-chod-n-i-t
šupáka	šup-ák-a
upevnění	u-pevn-ěn-í
zneutralizovat	z-ne-utr-al-iz-ova-t
vznešené	vz-neš-en-é
čestmír	čest-mír
žlutobílý	žlut-o-bíl-ý
vybelhat	vy-belh-a-t
dal	d-a-l
vyzvracet	vy-z-vrac-e-t
dovedný	do-ved-n-ý
prodávaných	pro-d-á-v-a-n-ých
plavčit	plav-č-i-t
zamésti	za-més-ti
zarybňovat	za-ryb-ň-ova-t
udal	u-d-a-l
hltat	hlt-a-t
zpíchat	z-pích-a-t
čtvrtka	čtvrtk-a
prodáváte	pro-d-á-v-á-te
ozdobit	o-z-dob-i-t
loupaje	loup-aj-e
rozuměj	roz-um-ěj
molekulární	molekul-ár-n-í
škytají	škyt-aj-í
masírovat	mas-ír-ova-t
přišněrovanost	při-šněr-ova-n-ost
mnichov	mnichov
nezaměstnanost	ne-za-měst-n-a-n-ost
policejních	policej-n-ích
spektrometrie	spektr-o-metr-i-e
moskvě	moskv-ě
styl	styl
novočerkasku	novočerkask-u
pacholky	pachol-k-y
nahrnovat	na-hrn-ova-t
vděčnost	v-děč-n-ost
koná	kon-á
dosvědčíme	do-s-věd-č-í-me
hlasů	hlas-ů
nakoupí	na-koup-í
dopita	do-pi-t-a
potřísnit	po-třísn-i-t
akcie	akci-e
vystavili	vy-stav-i-l-i
trnobřichý	trn-o-břich-ý
modrožlutý	modr-o-žlut-ý
přistavit	při-stav-i-t
vzlétávat	vz-lét-á-v-a-t
zakomorovat	za-komor-ova-t
ušmudlat	u-šmudl-a-t
prošátrávat	pro-šátr-á-v-a-t
všoupnout	v-šoup-nou-t
doklady	do-klad-y
umoudřit	u-moudř-i-t
mládě	mlád-ě
vichy	vich-y
nerušili	ne-ruš-i-l-i
odpérovat	od-pér-ova-t
přečesávat	pře-čes-á-v-a-t
berma	berm-a
kupoval	kup-ova-l
poplenit	po-plen-i-t
světadíly	svět-a-díl-y
činnosti	čin-n-ost-i
raději	rad-ěji
trvávatelně	trv-á-v-a-teln-ě
dvouletém	dv-ou-let-ém
nepraštíš	ne-prašt-í-š
vyznají	vy-zn-aj-í
děkovat	děk-ova-t
vnímatelný	v-ním-a-teln-ý
talíři	talíř-i
došplhat	do-šplh-a-t
přejinačit	pře-jin-ač-i-t
hráli	hrá-l-i
rozměkčit	roz-měk-č-i-t
místní	míst-n-í
poschovat	po-s-chov-a-t
kalich	kalich
trešarmé	trešarmé
zakníkat	za-kník-a-t
rift	rift
vpadnout	v-pad-nou-t
vymanévrovávat	vy-man-évr-ová-v-a-t
amputovat	am-put-ova-t
jména	jmén-a
časové	čas-ov-é
polorozvitý	pol-o-roz-vi-t-ý
cosa	cos-a
důkazu	dů-kaz-u
poprosit	po-pros-i-t
spolužákům	spolu-žák-ům
rozvětvovat	roz-větv-ova-t
vyclít	vy-cl-í-t
místních	míst-n-ích
analogicky	ana-log-ic-k-y
minutami	minut-ami
rand	rand
poskvrňovat	po-skvrň-ova-t
přiházet	při-ház-e-t
zedníka	zed-ník-a
odvezte	od-vez-te
hlavohrudi	hlav-o-hrud-i
svlékat	s-vlék-a-t
politických	polit-ic-k-ých
radomír	radomír
vychlastat	vy-chlast-a-t
pedicia	pedici-a
specifickým	speci-fic-k-ým
děje	děj-e
motoristy	motor-ist-y
prvomájový	prv-o-máj-ov-ý
vsít	v-sí-t
vstoupí	v-stoup-í
svraštil	s-vrašt-i-l
mluví	mluv-í
důvěrách	dů-věr-ách
to	t-o
čtyřtýdenního	čtyř-týden-n-ího
ukončit	u-konč-i-t
praktickém	prakt-ic-k-ém
bar	bar
tušící	tuš-íc-í
koncertě	koncert-ě
namodřit	na-modř-i-t
trans	trans
zkazilo	z-kaz-i-l-o
spřáhnout	s-přáh-nou-t
pekařský	pek-ař-sk-ý
zavolit	za-vol-i-t
naleptávat	na-lept-á-v-a-t
kapse	kaps-e
pobírat	po-bír-a-t
holešovice	holeš-ov-ic-e
zprotivit	z-protiv-i-t
zadumat	za-dum-a-t
mejdan	mejdan
zvítězil	z-vítěz-i-l
pivoňka	pivoň-k-a
rovnováha	rovn-o-váh-a
oficiálně	ofici-ál-n-ě
pouštěmi	poušt-ěmi
mimosoutěžním	mimo-soutěž-n-ím
žvatlat	žvatl-a-t
šminkovat	šmink-ova-t
leukosafír	leuk-o-safír
krabička	krab-ič-k-a
odlevovat	od-lev-ova-t
potvory	po-tvor-y
indisponovat	in-dis-pon-ova-t
baže	ba-že
neinteligentní	ne-intelig-ent-n-í
přemodelovat	pře-mod-el-ova-t
termokamera	term-o-kamer-a
vyžehnout	vy-žeh-nou-t
poraněný	po-ran-ěn-ý
oprávněných	o-práv-n-ěn-ých
neroztrhali	ne-roz-trh-a-l-i
rozsah	roz-sah
ztrpknout	z-trp-k-nou-t
slzotvorný	slz-o-tvor-n-ý
polevit	po-lev-i-t
till	till
pocházím	po-cház-í-m
zasoutěžit	za-sou-těž-i-t
nalehli	na-leh-l-i
nešťastnou	ne-šťast-n-ou
třicetimetrový	tř-i-cet-i-metr-ov-ý
urosit	u-ros-i-t
okolím	o-kol-ím
získání	získ-á-n-í
vyspávat	vy-sp-á-v-a-t
myocard	myo-card
dospat	do-sp-a-t
protinacistický	proti-nac-ist-ick-ý
vlastnictví	vlast-n-ic-tv-í
moderního	modern-ího
křížku	kříž-k-u
encefalitida	encefal-itid-a
exogamie	exo-gam-i-e
nevedlo	ne-ved-l-o
poloměr	polo-měr
hýknout	hýk-nou-t
jinověrce	jin-o-věr-c-e
trilogie	tr-i-log-i-e
generací	gener-ac-í
bydžov	bydž-ov
korpusa	korpus-a
pomůcek	po-můc-ek
něčí	ně-č-í
vybíhat	vy-bíh-a-t
kombinovat	kom-bin-ova-t
delonovsky	delon-ov-sk-y
vrodit	v-rod-i-t
maestro	maestr-o
zajídat	za-jíd-a-t
rozdýmávat	roz-dým-á-v-a-t
slintat	slint-a-t
přepalovat	pře-pal-ova-t
rodu	rod-u
zastříknout	za-střík-nou-t
zvoní	zvon-í
pasece	pa-sec-e
usmířit	u-s-míř-i-t
potěšovat	po-těš-ova-t
operovat	oper-ova-t
láskyplný	lásk-y-pln-ý
band	band
rozložení	roz-lož-en-í
pohrdati	po-hrd-a-ti
pojal	po-jal
zdrcnout	z-drc-nou-t
ráčna	ráčn-a
vyplazuje	vy-plaz-uje
odhalení	od-hal-en-í
pavoučci	pavouč-c-i
interferovat	inter-fer-ova-t
prořídnout	pro-říd-nou-t
tygří	tygř-í
získávají	získ-á-v-aj-í
odbytové	od-by-t-ov-é
vychumlat	vy-chuml-a-t
přejmenovávat	pře-jmen-ová-v-a-t
českobavorský	česk-o-bavor-sk-ý
naplésti	na-plés-ti
poangličtit	po-angl-ič-t-i-t
nanometrů	nano-metr-ů
překonávat	pře-kon-á-v-a-t
udát	u-dá-t
říčany	říč-an-y
burácel	bur-ác-e-l
protiofenzíva	proti-ofenz-ív-a
vůní	vůn-í
klasifikovat	kl-asifi-kov-at
draft	draft
podtékat	pod-ték-a-t
spárat	s-pár-a-t
poplácávat	po-plác-á-v-a-t
divíte	div-í-te
odstátnit	od-stát-n-i-t
propít	pro-pí-t
rozezvučovat	roze-zvuč-ova-t
ultralehký	ultra-leh-k-ý
pracovati	prac-ova-ti
prvopočátku	prv-o-po-čá-t-k-u
přezkoumávat	pře-z-koum-á-v-a-t
předkové	před-k-ové
čiré	čir-é
sklát	s-kl-á-t
zpočátku	z-po-čá-t-k-u
suchánková	such-án-k-ov-á
pásmo	pás-m-o
vyválčit	vy-vál-č-i-t
vysemeňovat	vy-semeň-ova-t
cancat	canc-a-t
francouzské	franc-ouz-sk-é
mutací	mut-ac-í
sluchovod	sluch-o-vod
svítívat	svít-í-v-a-t
vídeň	vídeň
knížete	kníž-et-e
nepraštím	ne-prašt-í-m
středem	střed-em
zahálet	za-hál-e-t
vašek	vašek
zodpovědní	z-od-po-věd-n-í
fázovat	fáz-ova-t
nejskromnější	nej-s-krom-n-ěj-š-í
vzkazoval	vz-kaz-ova-l
zafrčet	za-frč-e-t
prošoustat	pro-šoust-a-t
papuče	papuč-e
lukách	luk-ách
koukej	kouk-ej
kolikátého	kolik-át-ého
domků	dom-k-ů
demonahrávek	demo-na-hrá-v-ek
radiostanice	radi-o-stan-ic-e
poplatky	po-plat-k-y
vzkaz	vz-kaz
euro	eur-o
středoamerické	střed-o-americ-k-é
chudší	chud-š-í
robátko	rob-át-k-o
dobré	dobr-é
rozstřílet	roz-stříl-e-t
pravověrný	prav-o-věr-n-ý
exprezident	ex-prezid-ent
knoflíkovou	knof-l-ík-ov-ou
vzorem	v-zor-em
překonstruovat	pře-kon-stru-ova-t
vyzdvíhávaný	vy-zdvíh-á-v-a-n-ý
přibalovávanost	při-bal-ová-v-a-n-ost
individuálních	in-divid-u-ál-n-ích
rentgenoterapie	rentgen-o-terap-i-e
označení	o-znač-en-í
zniknout	znik-nou-t
výšky	výš-k-y
poletovat	po-let-ova-t
samovolného	sam-o-vol-n-ého
vejprava	vej-prav-a
štiavnička	štiav-n-i-čk-a
čuchal	čuch-a-l
rozviřovat	roz-viř-ova-t
rozválcovat	roz-válc-ova-t
odpykal	od-pyk-a-l
hnětl	hnět-l
potentovat	po-tent-ova-t
zvrkat	z-vrk-a-t
omluvně	o-mluv-n-ě
napomenula	na-po-me-nu-l-a
leopoldiji	leopoldiji
zažehovat	za-žeh-ova-t
chalva	chalv-a
myslíš	mysl-í-š
šavle	šavl-e
reste	reste
vybělit	vy-běl-i-t
uvádívat	u-vád-í-v-a-t
proležet	pro-lež-e-t
odzrnit	od-zrn-i-t
buntovat	bunt-ova-t
bezpředmětný	bez-před-mět-n-ý
oddělovat	od-děl-ova-t
hrozívat	hroz-í-v-a-t
sletět	s-let-ě-t
vodnes	vod-nes
odkrevňovat	od-krev-ň-ova-t
bartošek	bartošek
cvrnkat	cvrnk-a-t
zakvedlat	za-kvedl-a-t
produktu	pro-duk-t-u
šéfovi	šéf-ovi
setí	se-tí
vzteknout	vz-tek-nou-t
schůdek	s-chůd-ek
biedermeierový	biedermeier-ov-ý
třecí	třec-í
nejlevnější	nej-lev-n-ějš-í
zmazat	z-maz-a-t
popálit	po-pál-i-t
odusit	o-dus-i-t
vytýkáno	vy-týk-á-n-o
zarýsovat	za-rýs-ova-t
odbrzdit	od-brzd-i-t
stýská	s-týsk-á
homeopatie	homeo-pat-i-e
vtláčet	v-tláč-e-t
založena	za-lož-en-a
znívat	zn-í-v-a-t
demosnímků	demo-s-ním-k-ů
znásobovat	z-ná-sob-ova-t
neustálým	ne-u-stál-ým
hradba	hrad-b-a
celků	cel-k-ů
velkoprádelna	vel-k-o-pr-á-del-n-a
obrývat	ob-rý-v-a-t
slast	slast
atvánův	atván-ův
suchá	such-á
mít	m-í-t
nakořistit	na-kořist-i-t
ohrabaný	o-hrab-a-n-ý
zlíbit	z-líb-i-t
ladit	lad-i-t
bioetanol	bio-etan-ol
jedenáct	jeden-áct
šatlavou	šatl-av-ou
faktům	fakt-ům
činitelům	čin-i-tel-ům
mordovat	mord-ova-t
mbit	mbit
pokochat	po-koch-a-t
přehnat	pře-hn-a-t
propadávat	pro-pad-á-v-a-t
zlatnout	zlat-nou-t
kloužou	klouž-ou
bránívat	brán-í-v-a-t
mnohosvazkový	mnoh-o-s-vaz-k-ov-ý
louhovatý	louh-ovat-ý
nejhlubší	nej-hlub-š-í
roztepávat	roz-tep-á-v-a-t
síti	sít-i
zotevírat	z-ote-vír-a-t
novozélanďany	nov-o-zélanď-an-y
filozofickému	fil-o-zof-ic-k-ému
vypozorovat	vy-po-zor-ova-t
trýzní	trýzn-í
splnili	s-pln-i-l-i
perianální	peri-anál-n-í
kolébky	koléb-k-y
našemu	naš-emu
nalezena	na-lez-en-a
inkarnovat	in-karn-ova-t
krááál	krááál
zdělat	z-děl-a-t
shluknout	s-hluk-nou-t
zakročovat	za-kroč-ova-t
ztučňovat	z-tuč-ň-ova-t
magistrátu	magistr-át-u
rumunsko	rumun-sk-o
zahnout	za-h-nou-t
otázek	o-táz-ek
šafovat	šaf-ova-t
morálka	morál-k-a
zahryzat	za-hryz-a-t
západoanglický	zá-pad-o-angl-ick-ý
břink	břink
zelí	zel-í
brzký	brz-k-ý
zesvětštět	ze-svět-št-ě-t
zaklinkat	za-klink-a-t
traktovat	trakt-ova-t
místem	míst-em
nechči	ne-chč-i
šíj	šíj
zasvíjet	za-s-víj-e-t
zmeškat	z-mešk-a-t
příměří	pří-měř-í
chovají	chov-aj-í
břinkačka	břink-a-čk-a
zzzastřelili	zzzastřel-i-l-i
přinucovat	při-nuc-ova-t
zacelit	za-cel-i-t
člena	člen-a
vyluštit	vy-lušt-i-t
věrnými	věr-n-ými
holocaust	holocaust
dopískat	do-písk-a-t
vyvolati	vy-vol-a-ti
vyzvednout	vy-z-ved-nou-t
zrýhovat	z-rýh-ova-t
znovunavázat	znovu-na-váz-a-t
rozřešitelný	roz-řeš-i-teln-ý
zaškaredit	za-škared-i-t
nemáte	ne-m-á-te
propékat	pro-pék-a-t
pumpa	pump-a
sket	sket
petrografie	petr-o-graf-i-e
polášek	poláš-ek
časově	čas-ov-ě
doporučit	do-po-ruč-i-t
křikla	křik-l-a
rastaman	rasta-man
odlišně	od-liš-n-ě
dědečka	děd-ečk-a
povíš	po-v-í-š
chystat	chyst-a-t
vsýpat	v-sýp-a-t
zazmítat	za-z-mít-a-t
echinocactus	echin-o-cactus
pa	pa
pracovníci	prac-ov-níc-i
vyexportovat	vy-ex-port-ova-t
nandat	na-nd-a-t
komunistickej	komun-ist-ick-ej
edmonton	edmonton
univerzity	uni-verz-it-y
převařovat	pře-vař-ova-t
sběhnout	s-běh-nou-t
drobností	drob-n-ost-í
tys	t-y-s
vytroubit	vy-troub-i-t
elementárních	element-árních
žďuchat	žďuch-a-t
zbožšťovat	z-bož-šť-ova-t
škorpit	škorp-i-t
rolna	roln-a
rozdmýchávat	roz-dmých-á-v-a-t
žáby	žáb-y
původů	pů-vod-ů
hodinu	hodin-u
mršit	mrš-i-t
šatstvo	šat-stv-o
náhradu	ná-hrad-u
předměstí	před-měst-í
nazvat	na-zv-a-t
otevrou	ote-vr-ou
popíráme	po-pír-á-me
předurčovat	před-urč-ova-t
schubertové	schubert-ov-é
obdivovat	ob-div-ova-t
mezičas	mezi-čas
zaclonit	za-clon-i-t
blouda	bloud-a
rozlíhat	roz-líh-a-t
přezbrojovat	pře-z-broj-ova-t
cukrovar	cukr-o-var
příběhu	pří-běh-u
veledůmyslné	vele-dů-mysl-n-é
zaklepávat	za-klep-á-v-a-t
chrastava	chrastav-a
hannawaldův	hannawald-ův
chlupáči	chlup-áč-i
nerozumějí	ne-ro-zum-ě-j-í
zklamávat	z-klam-á-v-a-t
purple	purple
telemetrie	tele-metr-i-e
naočkovat	na-oč-k-ova-t
navržený	na-vrž-en-ý
anlongveng	anlongveng
rychlovlak	rychl-o-vlak
ušmiknout	u-šmik-nou-t
neobtížím	ne-ob-tíž-í-m
bika	bik-a
nedohoní	ne-do-hon-í
nadbíhat	nad-bíh-a-t
martikán	martikán
kouřením	kouř-en-ím
ryzost	ryz-ost
internet	inter-net
odkápnout	od-káp-nou-t
bukurešť	bukurešť
žlutorudý	žlut-o-rud-ý
souši	souš-i
došoupat	do-šoup-a-t
ber	ber
odtelefonovat	od-tele-fon-ova-t
vříznout	v-říz-nou-t
vyškrábnout	vy-škráb-nou-t
iniciátor	inici-át-or
sny	sn-y
třiatřicetiletý	tř-i-a-tř-i-cet-i-let-ý
chůva	chův-a
splním	s-pln-í-m
rozpíkat	roz-pík-a-t
původního	pů-vod-n-ího
lávra	lávr-a
gross	gross
sesednout	se-sed-nou-t
suponovat	su-pon-ova-t
manažerům	manaž-er-ům
ajaj	aj-aj
zatravňovat	za-trav-ň-ova-t
vytočte	vy-toč-te
dozpívat	do-z-pí-v-a-t
očichat	o-čich-a-t
chlumec	chlumec
moravice	morav-ic-e
pilný	pil-n-ý
hřeje	hře-je
ústavněprávní	ú-stav-n-ě-práv-n-í
taktiku	takt-ik-u
vyvlíknout	vy-vlík-nou-t
návštěvy	návšt-ěv-y
nepřinesl	ne-při-nes-l
domem	dom-em
lhůta	lhůt-a
dobrodruh	dobr-o-druh
nakopávat	na-kop-á-v-a-t
dvaceti	dv-a-cet-i
částkou	část-k-ou
nenaučil	ne-na-uč-i-l
odchvátat	od-chvát-a-t
zbiroh	zbiroh
původní	pů-vod-n-í
protivíš	protiv-í-š
sebeučenější	seb-e-uč-en-ějš-í
koexistovat	ko-ex-ist-ova-t
nahryznout	na-hryz-nou-t
přeprchávat	pře-prch-á-v-a-t
vážná	váž-n-á
mrakodrap	mrak-o-drap
přelízat	pře-líz-a-t
zpovšechňovat	z-po-vš-ech-ň-ova-t
šeps	šeps
odborného	od-bor-n-ého
vyčíst	vy-číst
jekotat	jek-ot-a-t
zakrývání	za-krýv-á-n-í
prohlížet	pro-hlíž-e-t
kamenoželezný	kamen-o-želez-n-ý
jílek	jílek
poodstrčit	po-od-strč-i-t
tudy	tud-y
si	s-i
sakralizovat	sakr-al-iz-ova-t
interval	inter-val
veterán	veterán
rozuměl	roz-um-ě-l
shledá	s-hled-á
jímž	j-ím-ž
žaludku	žaludk-u
protianglicky	proti-angl-ick-y
vysévat	vy-sé-v-a-t
škála	škál-a
mnohými	mnoh-ými
zafandit	za-fand-i-t
prostřednictvím	pro-střed-nic-tv-ím
racionelních	racion-el-n-ích
angloamerické	angl-o-americ-k-é
zaklínat	za-klí-n-a-t
klonit	klon-i-t
scházívat	s-cház-í-v-a-t
hladkého	hlad-k-ého
snědý	sněd-ý
šeptala	šept-a-l-a
neradi	ne-rad-i
afektovat	afekt-ova-t
klopna	klopn-a
spoustu	s-poust-u
nakoupat	na-koup-a-t
typologii	typ-o-log-i-i
strukturogram	strukt-ur-o-gram
brejliček	brejl-iček
následníkem	ná-sled-ník-em
seběhly	se-běh-l-y
povzdychnout	po-vz-dych-nou-t
přitužit	při-tuž-i-t
vyvážit	vy-váž-i-t
pres	pres
bylo	by-l-o
odezírat	ode-zír-a-t
německa	něm-ec-k-a
bohulibě	boh-u-lib-ě
rozvázat	roz-váz-a-t
dokopávat	do-kop-á-v-a-t
vzdechy	vz-dech-y
rozměrová	roz-měr-ov-á
vzniknout	vz-nik-nou-t
vykliňovat	vy-kliň-ova-t
stýskávat	s-týsk-á-v-a-t
hus	hus
stádo	stád-o
semílat	se-míl-a-t
slátávat	s-lát-á-v-a-t
mezihvězdným	mezi-hvězd-n-ým
účinnější	ú-čin-n-ějš-í
vlídný	vlídn-ý
svatopetrský	svat-o-petr-sk-ý
krumholc	krumholc
relativnosti	rel-at-iv-n-ost-i
rozlézt	roz-léz-t
rolba	rolb-a
donna	donn-a
nejvyšších	nej-vyš-š-ích
čarovali	čar-ova-l-i
tomu	t-omu
zakřapat	za-křap-a-t
kočenka	koč-en-k-a
subdodávky	sub-do-d-á-v-k-y
odpřahovat	od-přah-ova-t
záleží	zá-lež-í
sociologie	soc-i-o-log-i-e
rekonstruovat	re-kon-stru-ova-t
upláchnout	u-plách-nou-t
dozvídat	do-z-víd-a-t
slaňovat	s-laň-ova-t
zavdávat	za-v-d-á-v-a-t
řečených	řeč-en-ých
přiředit	při-řed-i-t
nechápal	ne-cháp-a-l
vykrýt	vy-krý-t
podsmeknout	pod-s-mek-nou-t
zvláštní	zvlášt-n-í
ovát	o-vá-t
počne	po-č-ne
usát	u-sá-t
vychechtávat	vy-checht-á-v-a-t
provázat	pro-váz-a-t
dřímal	dřím-a-l
pořád	po-řád
podkovávat	pod-kov-á-v-a-t
pružný	pruž-n-ý
démanty	démant-y
zahradničit	za-hrad-n-ič-i-t
storma	storm-a
prosince	prosinc-e
škýz	škýz
popíchnout	po-pích-nou-t
šinkarjov	šinkarj-ov
pamatovat	pamat-ova-t
uléhat	u-léh-a-t
kouzelníkově	kouzel-n-ík-ov-ě
zahltit	za-hlt-i-t
kňučení	kňuč-e-n-í
nevyskočila	ne-vy-skoč-i-l-a
jednotlivá	jedn-ot-l-iv-á
diskoték	disk-o-ték
našlapat	na-šlap-a-t
vděčit	v-děč-i-t
tátova	tát-ov-a
ošetřil	o-šetř-i-l
pořadatel	po-řad-a-tel
osmašedesátníci	osm-a-še-desát-níc-i
obmýšlet	ob-mýšl-e-t
kmenoví	kmen-ov-í
doktrinální	doktrin-ál-n-í
pohodit	po-hod-i-t
zpřítomnět	z-pří-tom-n-ě-t
snažit	snaž-i-t
nešťastný	ne-šťast-n-ý
krev	krev
rožmberku	rožmberk-u
rozběhat	roz-běh-a-t
protizákonné	proti-zá-kon-n-é
ohrožen	o-hrož-en
pravděpodobnost	prav-d-ě-podob-n-ost
odjistit	od-jist-i-t
odsloužit	od-slouž-i-t
prales	pra-les
zlepšujeme	z-lep-š-uje-me
navrtat	na-vrt-a-t
ukousávat	u-kous-á-v-a-t
ukazatelů	u-kaz-a-tel-ů
přežírat	pře-žír-a-t
uznati	u-zn-a-ti
zjistila	z-jist-i-l-a
cafnout	caf-nou-t
vstřelit	v-střel-i-t
připotácet	při-potác-e-t
dobejvat	do-bej-v-a-t
potápníky	po-táp-ník-y
párá	pár-á
kůň	kůň
vyvrtět	vy-vrt-ě-t
rozpočítat	roz-po-čít-a-t
štíhlého	štíh-l-ého
osnovat	osnov-a-t
pochváleni	po-chvál-en-i
zakecat	za-kec-a-t
domazat	do-maz-a-t
omýt	o-mý-t
smrduté	smrd-u-t-é
dámy	dám-y
vyhlásil	vy-hlás-i-l
harmonii	harmon-i-i
automaty	auto-mat-y
vykládávat	vy-klád-á-v-a-t
uždibovat	u-ždib-ova-t
zasmrdět	za-smrd-ě-t
útvary	ú-tvar-y
les	les
updatovat	up-dat-ova-t
mnohamiliónový	mnoh-a-mili-ón-ov-ý
nádhera	nádher-a
vyženit	vy-žen-i-t
podezdít	pode-zd-í-t
pošuškat	po-šušk-a-t
spražit	s-praž-i-t
hrubokožec	hrub-o-kož-ec
show	show
dočesat	do-čes-a-t
jistějšími	jist-ějš-ími
důra	důr-a
počasí	po-čas-í
zregulovat	z-reg-ul-ova-t
cvičívat	cvič-í-v-a-t
vandlík	vandl-ík
brácha	brách-a
okozlit	o-koz-l-i-t
zadýmit	za-dým-i-t
vycválat	vy-cvál-a-t
gnoseologie	gnose-o-log-i-e
šmízo	šmíz-o
opotřebovávat	o-po-třeb-ová-v-a-t
členit	člen-i-t
jamovat	jam-ova-t
vykrášlit	vy-kráš-l-i-t
zašaškovat	za-šaš-k-ova-t
odkroutit	od-krout-i-t
samba	samb-a
dostřílet	do-stříl-e-t
suk	suk
mocně	moc-n-ě
naděj	na-děj
zkonzumovat	z-kon-zum-ova-t
demaskovat	de-mask-ova-t
vjet	v-je-t
zavládnout	za-vlád-nou-t
stříká	střík-á
třpytívat	třpyt-í-v-a-t
horentní	horent-n-í
vecpávat	ve-cp-á-v-a-t
zaprskat	za-prsk-a-t
vzdát	vz-d-á-t
lukovenskost	lukoven-sk-ost
zmetku	z-met-k-u
nepochybně	ne-po-chyb-n-ě
graf	graf
roli	rol-i
zaryčet	za-ryč-e-t
velkomoravské	vel-k-o-morav-sk-é
pochytit	po-chyt-i-t
časovat	čas-ova-t
jednorázový	jedn-o-ráz-ov-ý
jezdit	jezd-i-t
brestlitevský	brest-litev-sk-ý
malta	malt-a
zkasírovat	z-kas-ír-ova-t
rozpůjčovat	roz-půjč-ova-t
šediny	šed-in-y
zažehat	za-žeh-a-t
přeočkovávat	pře-oč-k-ová-v-a-t
magnetofony	magnet-o-fon-y
vrypu	v-ryp-u
přečin	pře-čin
nejvyššímu	nej-vyš-š-ímu
zoranžovět	z-oranž-ov-ě-t
zdrceně	z-drc-en-ě
vyhrkat	vy-hrk-a-t
přižínat	při-žín-a-t
rozklofnout	roz-klof-nou-t
planou	plan-ou
zrovnoprávňovat	z-rovn-o-práv-ň-ova-t
potratit	po-trat-i-t
audiovizuální	audio-viz-uál-n-í
vskočili	v-skoč-i-l-i
navlas	na-vlas
oholit	o-hol-i-t
ohlídnout	o-hlíd-nou-t
povytahovat	po-vy-tah-ova-t
říční	říč-n-í
osekávat	o-sek-á-v-a-t
vyzkoumat	vy-z-koum-a-t
rozhlašovat	roz-hlaš-ova-t
saxofon	sax-o-fon
zadrhávat	za-drh-á-v-a-t
arcilotras	arci-lotr-as
vyležet	vy-lež-e-t
telefonické	tele-fon-ick-é
legalizovat	leg-al-iz-ova-t
oblažovat	o-blaž-ova-t
obtisknout	ob-tisk-nou-t
vysokotlaký	vys-ok-o-tlak-ý
vypulovat	vy-pul-ova-t
jihodalmatský	jih-o-dalmat-sk-ý
nakřapnout	na-křap-nou-t
plná	pln-á
mírumilovným	mír-u-mil-ov-n-ým
vyprodat	vy-pro-d-a-t
dílek	díl-ek
desátý	desát-ý
tváříte	tvář-í-te
bezbolestněji	bez-bol-est-n-ěji
lehkým	leh-k-ým
znormovat	z-norm-ova-t
mnohočetná	mnoh-o-čet-n-á
uličníkovat	ulič-ník-ova-t
zeškrábat	ze-škráb-a-t
planeta	planet-a
bujný	buj-n-ý
sklokeramika	skl-o-keramik-a
výdržný	výdržn-ý
proplést	pro-plést
rozzívat	roz-zív-a-t
müller	müller
lůs	lůs
odklepávat	od-klep-á-v-a-t
oříškový	oříš-k-ov-ý
obezdívatelnost	obe-zd-í-v-a-teln-ost
vývojovým	vý-voj-ov-ým
