Abraham	Abrahám
vežrat	přežrat,rozežrat
vhltnout	vyhltnout,zahltnout
vhlédat	přehlédat,vyhlédat,zhlédat,obhlédat,hledat,hlédat,ohlédat
vhlížet	obhlížet,zahlížet
vhoupnout	přehoupnout,vyhoupnout,zhoupnout,zahoupnout,rozhoupnout,houpnout,shoupnout,hupnout
vhrdlouhat	vrdlouhat
vhrouzit	hrouda
viceadmirál	admirál
vicekonzul	konzul
vichr	vichřit,Vichy,sichr,rozvichřit
vichřit	rozvichřit,vichr,Vichy
video	vidle,vidět,vize,vidomý,Ovidius,Vizovice
videodistribuce	distribuce,redistribuce
vidle	video,vidět,vize
vidomý	video,vidět
vidět	video,David,vidle,Davidov,Vídeň,vidomý
vietnamka	Vietnam
vikarisovat	zarisovat
vikarovat	nakárovat
viklat	proklatý,klát,klátit,Klatovy
viklefismus	Viklef
viks	kiks,iks,Mikis,ves,víko,síci,viset,Sovík,převis,vosa,vosk,Nos,nos,visatý,visovat,visnout,oves,čas,pes,osa,Mikes,skin,Viking,vikýř
vikář	Viktor,vikýř,Ikar,Kikuj,vnikat,víko,okařit
vikýř	vikář,viks
vila	vilný,víla,Avila,vina,Vilkin,vilik,jíl,Vína,Zola,Vela,Vichy,Vala,Ola
vilik	vilný,Vilkin,vila
vilný	vila,Vilkin,víla,vilik,volný,vina,Avila,vole
vina	Vína,vila,víno,Vind,jiný,Vian,jíní,vojna,vilný,vinařit,Jinek,Vey,čin,vně,Poe,voj,Avila,oj,věno,nový,vinkl,čina,sova,Sova,ven,víla,jih,ovce,povinný,vinšovat,vset,vosa,vize,vinčovat,necky,Nick,Vont,Piave,vůně,sto,přesný,zen,rovinář,vana,Vilkin
vinařit	novinařit,rovinář,vina
vinkl	vinklář,vina,Vilkin,Vinklár
vinklář	Vinklár,vinkl
vinopal	nopál
vinčovat	vina
vinšovat	vina
viola	violina
violina	viola,Olina,Dolina
vir	víra,vor,Ir,York,vizír,virus,Jiří,výr,Jirkov,Zair,Věra
virginal	Virginie,Virgil
virologie	urologie
virus	vir
visatý	viset,visovat,visnout,visitovat,viks,avisovat,převis
viset	visatý,visnout,visovat,visitovat,viks,převis,avisovat
visitovat	zvisitovat,visovat,viset,visatý,avisovat,visnout,vizitovat
visitýrovat	zvisitýrovat,vizitýrovat,visírovat
visnout	viset,visatý,visovat,převis,viks,visitovat
visovat	avisovat,viset,visatý,visnout,visitovat,zionisovat,viks,visírovat,zvisitovat,převis
visírovat	visitýrovat,visovat
vitaminisovat	ovitaminisovat,zvitaminisovat,dovitaminisovat,navitaminisovat,odvitaminisovat,převitaminisovat,přivitaminisovat,vitamín
vitamín	vitaminisovat
vitráž	vitrína
vitrína	vítr,vitráž
vitální	Itálie,Viták
vize	Vizovice,vizír,vizita,vizáž,video,vina,oj,vidle,víko,jizva
vizita	vizitovat,vize,Vizovice,vizír,Zita,vizitýrovat
vizitovat	vizita,visitovat,vizitýrovat
vizitýrovat	visitýrovat,zvisitýrovat,vizita,vizitovat
vizáž	vize,vizír,Vizovice
vizír	vize,vizita,Vizovice,vizáž,vir
vjímat	rozjímat,podjímat,předjímat
vklesat	klesat
vkotoulet	zakotoulet,vykotoulet
vkročit	ukročit,nakročit,vykročit,zakročit,kročit,rozkročit,obkročit,přikročit
vkus	okus,vous,kos,Zeus,kost,Kůst
vlas	Vlasov,vlasař,vlys,vlásnička,vlasina,vlast,Vlám
vlasař	vlas,Vlasov,vlasina,vlast,vlásnička
vlasina	vlas,Vlasov,vlasař
vlast	Vlastík,vlastenčit,vlastelin,vlas,vlasař,Vlasov
vlastelin	vlast,vlastenčit
vlastenčit	vlast,vlastelin,Vlastík
vlažit	vlažný,vláha
vlažný	vlažit,vláha,zavláhnout,zavlahnout
vlekat	vlékat,vlíkat,lekat,vyvléknout
vlhat	provlhat,zavlhat,zvlhat,navlhat,přelhat
vlk	vlčit,Vlčnov,vně,vlna,vlčet,veka,ovce,véčko,vát,zelí,veksl,Doyle,Vey,oj,Ulč,zajíc,zlý,rvát,ujec,ven
vlna	Vlk,vlk,vlčit,Vlčnov,Vey,vlnovod,vlát,vléci
vlnovod	vlna
vločka	zločin
vlys	vlas
vládat	vládný,vovládnout,Vladík
vládný	vovládnout,vládat,Vladík,Vlám
vláha	vlažný,vlažit,závlaha,zavláhnout
vláknit	vlákno,zvláknět
vlákno	vláknit,vlát
vlásnička	vlas,Vlasov,vlasař
vlát	vlákno,vlna
vléci	vlna
vlékat	vlekat,vlíkat,provléknout,vyvléknout,navléknout
vlétnout	vlítnout,vylétnout,nalétnout,rozlétnout,oblétat
vlídný	zvlídnit
vlíkat	vlékat,vlekat,dovlíknout,zavlíknout,odvlíknout
vlípat	lípat
vlítnout	přelítnout,vlétnout,zlítit,zalítnout,rozlítnout,ulítnout
vlízt	póvlizovat,lézt
vlčet	vlčit,vlk,Vlk,Vlčnov,mlčet
vlčit	vlčet,Vlk,vlk,Vlčnov,vlna,véčko
vmetat	vmítat,vymetat,zmetat,metat,prometat
vmobilisovat	přemobilisovat,vymobilisovat,zmobilisovat,zamobilisovat,demobilisovat,omobilisovat,umobilisovat,promobilisovat,rozmobilisovat,odmobilisovat,mobilisovat,namobilisovat,domobilisovat,pomobilisovat,přimobilisovat
vmáčknout	vymáčknout,umáčknout,namáčknout
vmístit	vymístit,věstit
vmítat	vmetat,přemítat,vymítat
vnadit	nadít,znesnadit,snadný
vnikat	onikat,vynikat,zanikat,znikat,unikat,pronikat,podnikat,vikář,Kap,zajikat,zakniknout,tikat,kápo,setkat,kat,kníkat
vnitrozemí	Nizozemí,středozemí
vnoukat	vnukat,zukat,ponoukat,soukat,poňoukat,koukat
vnuk	zvuk,Kováč,nanuk,vnukat,ovce,kov,vně,vak,nok,Kovač,dok,sok,vát,oko,čin
vnukat	vnoukat,kat,vnuk,kát,káva,vykat,zukat
vně	vát,Nat,oj,ovce,půst,Vey,Poe,nový,vůně,zvát,zvát,pot,op,přesný,Sup,jíní,sto,cé,zet,necky,příst,zlý,vana,přední,přít,ujec,vlk,Vlk,Novák,čin,zajíc,zout,zen,záře,Vaník,řvát,nést,nit,dé,Antily,Vaněk,Nick,out,psát,víko,dýně,vset,dna,Ob,voj,pravý,jiný,Ota,ven,vina,vosa,pod,růst,vosk,set,příčit,zívat,přát,Telč,oko,dno,um,rvát,tele,pop,Pop,Ulč,prvý,prát,věno,snout,různý,dout,prostý,antika,zenit,vojna,přísný,vnuk,veka,dík,vata,Jut,válka,nynat,víno,Navajo,zátka,znát,vak,nikl,Doyle,ničit,výt,Váh,ovál,rovný,Rovný,Don,předek,seno,upír,sát,Nos,nos,Praj,Vína,Onan,podlý,uniat,rozvoz,dock,Sova,sova,učit,příroda,alt,čina,Stoy,osa,Val,zapovat,zem,Zvíkov,příští,Dák,pouť,přímo,dát,anýz,vést,voda,Voda
vochcat	ochcat,chcát,prochcat,přechcat,nachcat,zechcat
vochle	vochlovat
vochlovat	vochle
voda	Vodák,vodovod,vodnář,vojvoda,vývoda,vodničit,příroda,vejvoda,soda,vdova,půda,vozač,dna,uzda,přední,vosa,uvozovat,anoda,vojna,vně,původ
vodničit	vodnář,Voda,voda,vodovod,Vodák,zvodnit,úvodníkář
vodnář	voda,Voda,vodničit,vodovod,Vodák,zvodnit
vodohospodář	národohospodář,hospodář,ohospodařovat,hospoda
vodoměr	Amor
vodovod	Voda,voda,Vodák,vodnář,původ,vodničit,zvodit,vojvoda,průvod,pod,obvod,uvozovat
vodpovolit	volit
vofikat	fikat
vohejbat	hejbat
vohlídnout	vyhlídka,vzhlídat
voj	vojna,Vojen,oj,lůj,závoj,dvojí,vůně,Vojan,Vujič,vně,jíní,vina,vojančit,Joyce,svůj,jiný,ovce,vojačit,dvojný,čin,přesný,ujec,Poe,dvojka,víno,nový,vůle,dvojit,Vey,Navajo
vojančit	Vojan,voj,Vojen,vojna,vojačit
vojačit	voj,vojančit
vojevoda	vojevodit,vojvoda,vojevůdce,vejvoda,vojvodit
vojevodit	vojevoda,vojvodit,vojevůdce,vývodit,zvodit
vojevůdce	vojevodit,vojevoda
vojna	voj,Vojen,Vojan,vina,vůně,dvojný,závojnatý,vojančit,vně,Vont,oj,vojvoda,dvojka,vonice,Vína,závoj,Vey,Voda,voda,lůj
vojvoda	vojvodit,vejvoda,voda,Voda,vojevoda,Vodák,vývoda,vodovod,vojna
vojvodit	vojvoda,vojevodit,zvodit,vývodit,vojevoda,doprovodit,vyprovodit
vokalisovat	lokalisovat,zlokalisovat
vokazovat	vokázat,kazit,kázat
vokál	Sokal,Vokáč
vokázat	kázat,vokazovat
volant	volán,volat
volat	volný,volačit,voluta,volant,vole,volán,volit
volačit	volat
vole	vůle,volný,vůl,Volta,zlovůle,volenec,Zvol,volat,volit,Vont,Zola,vilný,vonice,voltiž,olše
volenec	dovolenkář,vole,volný,navolňovat,volit,zlovůle
volit	kovolitec,volný,vole,voliéra,volat,vodpovolit,volenec
voliéra	volit
volný	vole,vůle,vilný,volat,volenec,Volta,zlovůle,vůl,volit,navolňovat
voltairián	Voltaire
voltiž	Volta,vole
voluta	volat,valuta,volán,Volta
volán	volant,Soláň,volat,Volyň,voluta,lán
vonice	vonět,vůně,Vont,vůle,Nick,vůl,zvon,Jon,vojna,nit,vole,nový
vonět	vonice,vůně,vznítit,nit,znít,nítit,zunět
vor	převor,zázvor,vzor,Závora,vorařit,vir,Voráč,York,svor,Zázvora,Nor,pozor,závorář,var,vzdor,nora,dozor,dvůr,vzrůst
vorařit	vor,závorář
vosa	osa,rosa,nos,Nos,kosa,sako,Sova,sova,Sosna,vosk,saně,Sisa,vně,síci,viks,savo,skin,pusa,ovce,sát,přísný,seno,syn,oj,sosat,přesný,vina,čin,Sovík,siena,sen,nový,sak,vous,Poe,vát,Sasko,voda,Voda,kosý,Sýs,sankce,příroda,eses,vset,vysoký,Vysoký
vosk	pysk,skin,vosa,seno,síci,vně,disk,viks,dok,siena,nok,sok,Nos,nos,Nostic,skicnout,ovce,vyosit,přísný,půst,vát,příst,skica,čin,kiks,osa,Sovík,dík,víko,Poe,oj,skot,Nat,sto
vostříhat	stříhnout,střihat,dostříhnout,nastříhnout,dostřihat,nastřihat,ustříhnout,odstřihat,přistřihat,zastříhnout,přestříhnout,zastřihat,přestřihat
votovat	dotovat,kotovat
vous	vkus,vosa
vovládnout	vládný,vládat,Vladík
vozač	úvoz,uvozovat,Voda,voda,provoz,vůně,čin
vočmuchat	čmuchat,dočmuchat,pročmuchat
vořech	ořech,Ořechov
voština	štěně,štika,Štika,šťáva,Košta,Štýr
vpeřit	přepeřit,zpeřit,zapeřit,vypeřit,vpírat,opeřit
vplynout	vzplynout,zaplynout
vplítat	přeplítat,oplítat,uplítat,vyplítat,zaplítat,proplítat,splítat,rozplítat,doplítat,podplítat
vprysknout	vyprysknout
vpírat	přepírat,vpeřit,vyzírat
vpřahat	vpřáhat,přepřahat,vypřahat,zapřahat,spřahat,odpřahat,rozpřahat,napřahat,připřahat,vzpřahat,vyprahat,rozpřáhat,zprahat
vpřádat	vypřádat,zapřádat,opřádat,upřádat,dopřádat,rozpřádat,spřádat,vpřáhat
vpřáhat	vpřahat,rozpřáhat,přepřahat,vpřádat,vypřahat,zapřahat,spřahat,vypráhat,odpřahat,rozpřahat,připřahat
vrabec	zvrabčit,Vrábel
vrah	vražit,otcovrah,vrahoun
vrahoun	vrah
vrak	zrak,rak
vrap	vráp,rap,vrápat,vrapit
vrapit	vrap,vrápat,vráp
vraskat	svrasknout,vráskatět,praskat
vrata	vrátit,přívrat,vrána,Vrana,Vraný
vraštit	vráštit,svraštět,zvráštět
vraždit	vražit
vražit	vrah,nevražit,vraždit
vrba	Vrbata
vrch	vrchnosta
vrchnosta	vrch,svrchní
vrdlouhat	vhrdlouhat
vrhat	vyvrhat,zavrhat,zvrhat,převrhat,povrhat,opovrhat
vrkat	zrkat,podvrkat,vrkotat
vrkotat	vrkat
vrkoč	rozvrkočit
vrnět	zrnit,brnět
vroucnit	vroucný
vroucný	vroucnit,vroukat
vroukat	broukat,vroucný
vročit	přikročit,kročit,nakročit
vrtat	vrtačit,vrtět,vrtáčet
vrtačit	vrtáčet,vrtat
vrtichvost	vrtichvostit
vrtichvostit	vrtichvost
vrtkat	vrtět
vrtohlavět	zvrtohlavit
vrtáčet	vrtačit,vrtat
vrtět	uvrtit,dovrtit,Vrtěl,vyvrtit,povrtit,zavrtit,rozvrtit,navrtit,svrtit,vrtat,vrtkat
vrzat	Vrzák,zrzavý
vrána	Vrana,Vraný,vrata,vrátit,obrana
vráp	vrap,vrápat,rap,vrapit
vrápat	vráp,vrap,vrapit
vrása	vrásnit
vráskatět	vráskovatět,vraskat
vráskovatět	vráskatět
vrásnit	vrása
vrátit	vrata,přívrat,vrána,Vraný,Navrátil
vráštit	vraštit,zvráštět,zvráščit,svraštět,vráščet
vráščet	zvráščit,vráštit
vsahat	vsáhat,sahat,zasahat
vsedat	sesedat,dosedat,vysedat,přisedat,posedat,předseda
vsejpat	vysejpat
vset	set,Vsetín,vně,psát,Oset,čin,Nat,oj,vina,přesný,zet,ovce,nový,Novák,vůně,jíní,vát,zesítit,sen,půst,sít,eses,výt,vosa
vsouknout	vysouknout,soukat
vsout	psout,vsouvnout,vysout,sesout,dout,out,zout
vsouvnout	vsout,vysouvnout,přisouvnout,odsouvnout,zasouvnout,psout
vstoupat	stoupat
vstřebat	střebat
vstříc	ústřice,rozestřít,rejstřík,zastřít,vystřít,prostřít,střeček
vsyp	Esop
vsáhat	vsahat,sahat
vsápnout	usápnout,zasápnout,vysápnout
vteřina	teřet
vtip	vtipkař,vtipkařit,vtít,vtipkal,tip
vtipkal	vtipkař,vtipkařit,vtip
vtipkař	vtipkařit,vtip,vtipkal
vtipkařit	vtipkař,vtip,vtipkal
vtínat	vtít,stínat
vtírat	vtít
vtít	vtínat,vtip,vtírat
vulgarisovat	zavulgarisovat,zvulgarisovat
vulgární	zvulgárnit,zvulgárnět
vulkanisovat	zavulkanisovat,zvulkanisovat,dovulkanisovat,předvulkanisovat,vulkanisér
vulkanisér	vulkanisovat,vulkanizér,zavulkanisovat,dovulkanisovat
vulkanizér	vulkanisér,vulkán
vulkán	vulkanizér
vučet	čučet
vuřt	vuřtlovat
vuřtlovat	vuřt
vyakčnit	čnít,čnět
vyanalysovat	analysovat,zanalysovat
vybičit	bikovat
vyblebtnout	blebtat,vyblemtnout,žblebtnout
vybledat	zbledat,bledý,zbledět
vyblemtnout	vyblebtnout
vyblinknout	ublinknout
vyblízat	vyblíznout,blízký
vyblíznout	vyblízat,blízký
vyboulovat	zboulovat,boulit,boule,boulař
vybreptnout	zabreptnout,ubreptnout,breptat
vybrykat	zabryknout
vybulat	zbulat,zabulat
vybíhat	zbíhat,rozbíhat,zabíhat,obíhat,odbíhat,podbíhat,vbíhat,dobíhat,nadbíhat,ubíhat,probíhat,zběh,přebíhat
vyběsit	zběsit,oběsit,běs,oběd
vybředat	bředat,zabředat,rozbředat,zabřídat,zbředit,zabřezat
vybřeskovat	vyvřeskovat,zabřesknout,rozbřesknout
vybříst	Břest,bříza,Březa,březí,břečka,břevno,břit,zabřezat
vycecat	vycicat,kecat
vycensurovat	censurovat,odcensurovat,zcensurovat,zacensurovat,procensurovat,nacensurovat,rozcensurovat,docensurovat,přicensurovat,přecensurovat
vycharakterisovat	charakterisovat,zcharakterisovat
vychechtnout	uchechtnout,zachechtnout,chechtat
vychlemstnout	schlemstnout,chlemstat,vychlemtnout
vychlemtnout	chlemtat,vychlemstnout
vychládat	zchládat,ochládat,prochládat,chlad,chladnice,vychlámat
vychlámat	chlámat,vychládat
vychlípit	vychlípět,rozchlípit,odchlípit,vchlípit,chlípný
vychlípět	vychlípit,rozchlípit,odchlípit,chlípný,vchlípit
vychovanec	chovat
vychrkat	vychrknout,zachrkat
vychrknout	vychrkat,vychrtnout,chrčet
vychrout	zachrout,vychrtnout
vychrtnout	vychrknout,chrt,vychrout
vychvilovat	chvíle
vychvistnout	vychvístnout,pochvístnout
vychvátit	zchvátit,rozchvátit,obchvátit,uchvátit,chvátat,přichvátit,zchvácet,schvátit,chvála,chvost,pochva,chvět
vychvístnout	vychvistnout,pochvístnout
vychytrat	zchytrat,trachyt,zchytřet,chytrý
vycicat	vycecat
vyciselovat	ciselovat
vycukernit	zcukernit,odcukernit,zcukernět
vycupotat	zacupotat,vcupotat,cupat
vycápat	zacápat,rozcápat,capat
vydejchnout	zdejchnout
vydiplomatisovat	diplomatika
vydlažit	vydlážit,dláždit,polovydláždit
vydlábnout	nadlábnout,zdlábnout
vydlážit	vydlažit,dláždit,polovydláždit
vydra	Dora,dravý
vydrezovat	zdrezovat,drezírovat,drezína
vydruhovat	druhý,družit
vydundat	odundat,zadundat
vydychat	vdychat,dýchat,vdýchat,vydéchat
vydéchat	zdechat,vdéchat,dýchat,vdechat,vydychat,vdýchat
vydýřit	břit,dřít,sýřit
vydřevit	vydřevnit,zadřevit,dřevo
vydřevnit	vydřevit,dřevo,dřevařit,zadřevit
vyekvipírovat	ekvipovat
vyeskamotovat	zaeskamotovat
vyexovat	sexovat
vyfajčit	zafajčit
vyfantasovat	zafantasovat,fantazie
vyfařit	přifařit
vyfilosofovat	filosofie,filosof
vyflekat	flektovat
vyfrnčet	zafrnčet
vygeneralisovat	zgeneralisovat,generalisovat,zageneralisovat,rozgeneralisovat,přegeneralisovat,dogeneralisovat
vyglancovat	vyglančit
vyglančit	vyglancovat
vyhastrošit	nahastrošit,hastroš
vyhladovit	vyhládnout,hladit,hlad
vyhltnout	vhltnout,zahltnout,hltat,zhltit
vyhládnout	zhládnout,uhládnout,vyhladovit,zahladnout,hladit,hlad
vyhlášet	ohlášet
vyhlédat	vzhlédat,zhlédat,hlédat,ohlédat,hledat,rozhlédat,obhlédat,zahlédat,prohlédat,dohlédat,nahlédat,uhlédat,vzhlídat,vhlédat,přehlédat,vyhlídka,hlídat,hledět,zhlednout,přihlédat
vyhlídka	vohlídnout,vyhlédat,hlídat,vzhlídat
vyhopcovat	zahopcovat
vyhoudat	vyhourat,vyhudovat
vyhoupnout	houpnout,zhoupnout,rozhoupnout,vhoupnout,zahoupnout,přehoupnout
vyhourat	zahourat,vyhoudat
vyhovit	hovno,hovět
vyhranit	hranit,zhránit,hraničník,hrana
vyhrubovat	ohrubovat,zhrubět,zhrubit,Hrubín,hrubý
vyhudovat	Hudec,zahudat,vyhoudat
vyhvězdit	zhvězdit,ohvězdit,přehvězdit,hvězda,Hvězdář,ohvězdnit
vyháknout	oháknout
vyjekat	zajekat,vyjíknout
vyjiknout	vyjíknout,zajikat
vyjíknout	vyjiknout,zajíkat,vyjekat
vykat	uvykat,přivykat,zvykat,navykat,odvykat,pykat,kat,vykácat,kát,zpovykat,káva,kýkat,vyštkat,přetýkat,zatykat,Zykan,vnukat,tykat,kanout,kníkat,kalý,Katyna,katit
vyklechtat	zaklechtat,vyklevetat
vyklevetat	vyklechtat,klevetný,klevetit
vyklidňovat	zklidnit,zneklidnit,zneklidnět
vyklinout	zaklinknout,klinkat,klinika
vykládat	kládat,zakládat,předkládat,dokládat,vynakládat,donakládat,překládat,vzkládat,přikládat,rozkládat,ukládat,odkládat,kláda,zakládač,obkládat,kladný,skládat
vykoketnout	zakoketnout,koketa
vykolejit	nakolejit,vykolit,kolej,ukolejnit
vykolit	zakolit,vykolejit,Koleč,koleno
vykonsumovat	konsumovat,prokonsumovat,rozkonsumovat,přikonsumovat,dokonsumovat
vykotlat	kotlář
vykotoulet	zakotoulet,vkotoulet
vykrkat	krkat,krk
vykročit	nakročit,zakročit,kročit,rozkročit,ukročit,obkročit,vkročit,přikročit,krok
vykrvit	zkrvit,zakrvit,odkrvit,překrvit,zkrvavit,ukrvavit,prokrvit,zakrvavit,dokrvit,okrvavit
vykrystalisovat	krystalisovat,zkrystalisovat
vykudlit	zakudlit
vykuknout	zakuknout,kukat
vykutalit	zakutalit,kutálet
vykvitnout	vykvítnout,zakvitnout,vzkvitnout,kvitovat,vykvitýrovat
vykvitýrovat	vykvitnout
vykvítnout	vykvitnout,vzkvětnout,zkvítat,vzkvitnout,zakvitnout,vzkvetnout,zakvetnout,rozkvítat,vzkvétnout,květena
vykácat	vykat
vykáznit	zkáznit
vylehčit	odlehčit,polehčit,lehký
vylejt	ulejt
vylevit	Levit,odlevit,ulevit,polevit,level,levý,levný
vylkat	zalkat,vylknout,lkát
vylknout	vylkat
vylodit	přelodit,nalodit,loď,lozit,Lodín
vyléhat	zaléhat,rozléhat,uléhat,poléhat,vylíhat
vylétnout	nalétnout,odlétnout,podlétnout,předlétnout,vlétnout,Vyletěl,dolétnout,přilétnout,rozlétnout,ulétnout,nalétat,nalétat,výletit,polétat,prolétat,podlétávat,vzlétat
vylíhat	líhat,rozlíhat,dolíhat,zalíhat,líhnout,nalíhat,vyléhat,líhňař,líh
vymanit	rozmanitý,vymanout,mánie,Manet,podmanit,Manila,zmanout
vymanout	zmanout,namanout,zamanout,vymanit,umanout,vymáčknout,Mání,man
vymekat	vysmekat
vymerkovat	merk,merčit
vymetat	zmetat,metat,vymetnout,vymítat,obmetat,prometat,vmetat,odmetat,podmetat
vymetnout	vymetat,přemetnout,vymítat
vymezit	zmezit,zamezit,obmezit,znovuvymezit,medit,mezitím
vymiškovat	miškář
vymobilisovat	mobilisovat,přemobilisovat,zamobilisovat,zmobilisovat,odmobilisovat,rozmobilisovat,omobilisovat,namobilisovat,demobilisovat,domobilisovat,vmobilisovat,promobilisovat,pomobilisovat,umobilisovat,přimobilisovat
vymokat	zmokat,namokat,zamokat
vymrzat	namrzat,zamrzat,zmrzat,rozmrzat,omrzat,umrzat,promrzat,mrzet,přimrzat
vymutýrovat	zmutýrovat
vymáčknout	zmačknout,namáčknout,rozmáčknout,domáčknout,umáčknout,promáčknout,vymanout,odmáčknout,vmáčknout,přimáčknout
vymílat	rozmílat,přemílat,zamílat,umílat,domílat,promílat,podmílat,přimílat,smílat
vymístit	vmístit,místo,umístnit
vymítat	namítat,rozmítat,omítat,vymetat,vymetnout,přemítat,promítat,odmítat,vmítat
vymědlit	změdlit
vynakládat	zakládat,kládat,donakládat,vykládat,překládat,dokládat,přikládat,zakládač,ukládat,kláda,vzkládat,předkládat,rozkládat,odkládat
vynikat	vnikat,zanikat,onikat,znikat,unikat,vznikat,podnikat,kynik,pronikat
vynímat	navnímat,zněmnout,zněmět,zněmit
vyoblit	zaoblit,blít
vyobloučit	zobloučit,zaobloučit,obloun
vyosit	sít,Oset,sivý,prosit,seno,osivo,sítina,síci,set,osev,Nos,nos,siný,síť,vosk,sát,Osetie,Siva,síň,sova,Sova,siena
vyoslit	vyvoslit,slíva,slina,oslnit
vypadat	padat,výpadný
vypančat	pančovat,pan,Pan
vypartykařit	zpartykařit,zapartykařit,partičkařit
vypažit	pažit
vypchnout	zapchnout,napchat,upchnout,zapchat
vypeřit	zpeřit,zapeřit,přepeřit,opeřit,Peřina,vpeřit,pero,řepařit,Perota,pýřit,perník,zopernit,zapejřit
vyplanit	zplanit,plán,planeta,Plánka,zplynět,zplnět,výplav,plynit,plankton,zplavnit
vyplavět	zplavět,výplav,vzplavovat
vypláchnout	pláchnout,opláchnout,propláchnout,spláchnout,plachý,vypláknout,plácat
vypláknout	opláknout,upláknout,vypláchnout,plakat,plakát,pláchnout,plátno
vypláznout	plazit
vyplítat	zaplítat,přeplítat,doplítat,proplítat,podplítat,oplítat,splítat,rozplítat,uplítat,vplítat,připlítat,popleta
vypobízet	bízet
vypodobit	zpodobit,napodobit,vypodobnit,připodobit,spodobit,zpodobnit,zdobit,podobat
vypodobnit	zpodobnit,vypodobit,napodobit,zpodobit,připodobnit,podobat
vypolštářit	polštář,zpolštit
vypotřebit	potřebovat,Třebíč
vypouknout	vypoučet
vypoulet	poulit
vypoučet	vypučovat,pučet,vypouknout
vypočinout	počít,odpočívat,vypočtovat,vypučovat
vypočtovat	výpočtář,vypočinout,rozpočtář
vyprahat	vypráhat,zprahat,vypřahat,zapřahat,napřahat,Praha,odpřahat,rozpřahat,prahnout,přepřahat,připřahat,zapráhnout,vzpřahat,vpřahat,spřahat
vyprdelit	odprdelit,uprdelit
vyprecisovat	zaprecisovat,precisovat,rozprecisovat,doprecisovat
vyprostit	zprostit,zprostit,oprostit,sprostit,prostý,prostituovat
vyprovodit	doprovodit,sprovodit,zvodit,průvod,vývodit,provoz,vojvodit
vyprsit	prs,prst
vyprysknout	vprysknout,prýskat,rozpryskovat
vypráhat	vyprahat,zapráhnout,vypřahat,zprahat,zpráhnout,Praha,práh,prahnout,rozpřáhat,zapřahat,napřahat,vypřádat,vpřáhat,odpřahat,zápraž,přepřahat
vypukat	rozpukat,vypučovat
vypulerovat	vypulérovat,pulírovat
vypulérovat	vypulerovat,pulírovat
vypučovat	pučet,pučit,puč,vypoučet,vypukat,vypočinout
vypáchat	páchat
vypíčit	zpíčit,píča,zpěčit,píka,píce,zpívat,čapíkovat,zpěčovat,péče,vzpěčovat,Pikt,zopačit,Pěč,popíkář,píst
vypřahat	zapřahat,napřahat,přepřahat,odpřahat,rozpřahat,vpřahat,vyprahat,vzpřahat,připřahat,spřahat,vypráhat,rozpřáhat,vpřáhat,zprahat,zpřahovat
vypřádat	zapřádat,dopřádat,opřádat,upřádat,rozpřádat,vpřádat,spřádat,vypráhat
vyrajbovat	prorajbovat,rajzovat
vyresonovat	zresonovat,rozresonovat,odresonovat,resonovat,doresonovat,zaresonovat,přeresonovat
vyrobotit	robotika
vyrotit	zarotit
vyrudat	zarudat,Ruda,zrudit,rudý,zrudnit
vysedat	dosedat,sesedat,odsedat,posedat,rozsedat,vsedat,předseda,přisedat
vysejpat	vsejpat
vysemenit	osemenit,semeno
vyskobit	skoba
vyskružit	skruž,vystružit
vyskytat	vyskýtat,skýtat,naskýtat
vyskýtat	vyskytat,skýtat,naskýtat
vyslat	zaslat,doslat,poslat,přeslat,slatina,odeslat,rozeslat
vyslipovat	vyslípat
vyslípat	vyslipovat,lípat
vyslýchat	zaslýchat,doslýchat,přeslýchat
vysmekat	smekat,sesmekat,posmekat,vymekat
vysmrádnout	nasmrádnout,zasmrádat
vysoký	vysout,vosa
vysouknout	vsouknout
vysout	vysouvnout,vsout,sesout,vysoký,Vysoký,psout,dout
vysouvnout	vsouvnout,vysout,zasouvnout,přisouvnout,odsouvnout
vyspolírovat	polírovat
vysterilisovat	sterilisovat
vystrouhat	strouhat,vystroužit
vystroužit	vystružit,vystrouhat
vystružit	Struž,vystroužit,pstruh,vyskružit,struha,ostružina
vystrájet	výstroj
vystydat	zestydat,ustydat,zastydat
vystylisovat	stylisovat,ustylisovat,zestylisovat,vestylisovat
vystájit	zastájit,ustájit,stáj,stájník
vystýlat	nastýlat,zastýlat,ustýlat,přestýlat,postýlat,odestýlat
vystřehnout	ustřehnout,postřehnout,zastřehnout,stříhnout,nastříhnout
vystřít	prostřít,zastřít,střeček,střevo,rozestřít,odestřít,zostřet,vstříc,ústřice,předestřít
vysvítat	prosvítat,osvětář,světnice,svítit,Svitavy,zásvětný,Osvětim
vysychat	vysýchat,zasychat,osychat,dosychat,sesychat,prosychat,rozsychat,zasýchat,dosýchat,osýchat,přesychat,přisychat,zasychnout,rozesychat,prosýchat,rozsýchat,usýchat,přesýchat,přisýchat,rozesýchat
vysádrovat	sádra
vysámečkovat	vysámkovat,samec,samet
vysámkovat	vysámečkovat,samet,samec
vysápnout	zasápnout,usápnout,vsápnout
vysáňkovat	sáňkář,sankce
vysíkat	dosíkat,obsíkat,síknout,sekat
vysýchat	vysychat,zasýchat,osýchat,dosýchat,prosýchat,usýchat,zasychat,rozsýchat,přesýchat,osychat,přisýchat,dosychat,sesychat,prosychat,rozesýchat,rozsychat,zasychnout,přisychat,přesychat,rozesychat
