parent	grandparent	derivation
pečeť#NNF??-----A---?	plutokracie#NNF??-----A---?	byrokracie#NNF??-----A---?
depilovat#V????--??-??B??	plyš#NNI??-----A---?	plsť#NNF??-----A---?
klábosit#V????--??-??I??	plápolat#V????--??-??I??	blábolit#V????--??-??I??
palice#NNF??-----A---?	plát#NNI??-----A---?	pálit#V????--??-??I??
pleva#NNF??-----A---?	plát#NNI??-----A---?	popel#NNI??-----A---?
plát#NNI??-----A---?	plamen#NNI??-----A---?	pálit#V????--??-??I??
dol#NNI??-----A---?	plíce#NNF??-----A---?	lehký#AA???----??---?
plocha#NNF??-----A---?	plískanice#NNF??-----A---?	pleskat#V????--??-??I??
pneumothorax#NNI??-----A---?	pneumatický#AA???----??---?	pneumotorax#NNI??-----A---?
šít#V????--??-??I??	pochva#NNF??-----A---?	podešev#NNF??-----A---?
plát#V???---??-??I??	police#NNF??-----A---?	poleno#NNN??-----A---?
inkoust#NNI??-----A---?	politika#NNF??-----?---?	policie#NNF??-----A---?
monogamní#AA???----??---?	polygamie#NNF??-----A---?	monogamie#NNF??-----A---?
kolportovat#V????--??-??I??	portfej#NNI??-----A---?	portmonka#NNF??-----A---?
folium#NNN??-----A---?	portfej#NNI??-----A---?	fólie#NNF??-----A---?
fortna#NNF??-----A---?	portiéra#NNF??-----A---?	portál#NNI??-----A---?
portiéra#NNF??-----A---?	porto#NNN??-----A---?	portýr#NNM??-----A---?
postgraduál#NNI??-----A---?	post#NNI??-----A---?	postgraduální#AA???----1?---?
tma#NNF??-----A---?	potměšilý#AA???----??---?	potměchuť#NNF??-----A---?
futrál#NNI??-----A---?	pouzdro#NNN??-----A---?	futro#NNN??-----A---?
vázat#V????--??-??I??	povříslo#NNN??-----A---?	provaz#NNI??-----A---?
bukolik#NNM??-----A---?	pozoun#NNI??-----A---?	bukolický#AA???----??---?
díra#NNF??-----A---?	pozřít#V????--??-??P??	dřít#V????--??-??I??
plískat#V????--??-??I??	lýko#NNN??-----A---?	loupat#V????--??-??I??
černokněz#NNM??-----A---?	černobýl#NNI??-----A---?	černokněžník#NNM??-----A---?
oblý#AA???----??---?	ožrat#V????--??-??P??	palouk#NNI??-----A---?
roh#NNI??-----A---?	ožrat#V????--??-??P??	paroh#NNI??-----A---?
oklika#NNF??-----A---?	ožrat#V????--??-??P??	paklíč#NNI??-----A---?
pažit#NNI??-----A---?	ožrat#V????--??-??P??	paběrek#NNI??-----A---?
hora#NNF??-----A---?	ožrat#V????--??-??P??	pahorek#NNI??-----A---?
ortoepie#NNF??-----A---?	poema#NNF??-----A---?	poeta#NNM??-----A---?
portfej#NNI??-----A---?	pošta#NNF??-----A---?	pozice#NNF??-----A---?
prsknout#V????--??-??P??	praskat#V????--??-??I??	prskat#V????--??-??I??
pozřít#V????--??-??P??	praskat#V????--??-??I??	luskat#V????--??-??I??
prima#NNF??-----A---?	premiér#NNM??-----A---?	primář#NNM??-----A---?
premiér#NNM??-----A---?	primáš#NNM??-----A---?	primas#NNM??-----A---?
prim#NNI??-----A---?	primární#AA???----??---?	primář#NNM??-----A---?
primarní#AA???----1?---?	primus#NNM??-----A---?	primas#NNM??-----A---?
percepce#NNF??-----A---?	princ#NNM??-----A---?	princip#NNI??-----A---?
pošta#NNF??-----A---?	probošt#NNM??-----A---?	prepozice#NNF??-----A---?
opulence#NNF??-----A---?	kopie#NNF??-----A---?	optimální#AA???----??---?
infant#NNM??-----A---?	prorok#NNM??-----A---?	eufemismus#NNI??-----A---?
blasfémie#NNF??-----A---?	prorok#NNM??-----A---?	blasfemie#NNF??-----A---?
sekce#NNF??-----A---?	prosektura#NNF??-----A---?	sektor#NNI??-----A---?
milý#AA???----??---?	prostý#A????----??---?	prostopášný#AA???----??---?
strana#NNF??-----A---?	prostor#NNI??-----?---?	prostranný#AA???----??---?
prasknout#V????--??-??P??	prýštit#V????--??-??I??	luštit#V????--??-??I??
foršus#NNI??-----A---?	pré#NNNXX-----A----	fór#NNI??-----A---?
plutokracie#NNF??-----A---?	pseudo#AAXXX----1A----	pseudonym#NNI??-----A---?
pseudo#AAXXX----1A----	psycho#NNNS?-----A----	psychiatr#NNM??-----A---?
psychopatie#NNF??-----A---?	psycho#NNNS?-----A----	psychopat#NNM??-----A---?
pouzdro#NNN??-----A---?	puchřet#V????--??-??P??	puchýř#NNI??-----A---?
patro#NNN??-----A---?	pudit#V????--??-??I??	pnout#V????--??-??I??
interpunkce#NNF??-----A---?	puntík#NNI??-----A---?	punkce#NNF??-----A---?
bublat#V????--??-??I??	pupek#NNI??-----A---?	bublina#NNF??-----A---?
purizmus#NNI??-----A---?	puritán#NNM??-----A---?	purismus#NNI??-----A---?
pýr#NNI??-----A---?	pyl#NNI??-----A---?	pýří#NNN??-----A---?
pýcha#NNF??-----A---?	pyl#NNI??-----A---?	pýchavka#NNF??-----A---?
erotomanie#NNF??-----A---?	pyroman#NNM??-----A---?	erotoman#NNM??-----A---?
puchřet#V????--??-??P??	pysk#NNI??-----A---?	pyj#NNI??-----A---?
buňka#NNF??-----A---?	pytel#NNI??-----A---?	boule#NNF??-----A---?
robot#NNI??-----A---?	pyžamo#NNN??-----A---?	poroba#NNF??-----A---?
pachole#NNN??-----A---?	pyžamo#NNN??-----A---?	robě#NNN??-----A---?
pacht#NNI??-----A---?	páchat#V????--??-??I??	pachtit#V????--??-??I??
prostý#A????----??---?	páchat#V????--??-??I??	prostopášný#AA???----??---?
pisoár#NNI??-----A---?	píka#NNF??-----A---?	píchat#V????--??-??I??
bát#V???---??-??I??	písek#NNI??-----A---?	báseň#NNF??-----A---?
pitoreskní#AA???----??---?	písmeno#NNN??-----A---?	písmo#NNN??-----A---?
patrola#NNF??-----A---?	píď#NNF??-----A---?	pata#NNF??-----A---?
pudit#V????--??-??I??	píď#NNF??-----A---?	pnout#V????--??-??I??
pedikura#NNF??-----A---?	pěší#NNF??-----A---?	pedál#NNI??-----A---?
venerik#NNM??-----A---?	příjice#NNF??-----A---?	venerický#AA???----??---?
páchat#V????--??-??I??	přímý#AA???----??---?	prostý#A????----??---?
píď#NNF??-----A---?	příst#V????--??-??I??	pnout#V????--??-??I??
oběť#NNF??-----A---?	přívětivý#A????----??---?	věta#NNF??-----A---?
větit#V????--??-??P??	přívětivý#A????----??---?	odvětit#V????--??-??P??
písek#NNI??-----A---?	přízeň#NNF??-----A---?	bázeň#NNF??-----A---?
kazajka#NNF??-----A---?	přízeň#NNF??-----A---?	kázeň#NNF??-----A---?
patálie#NNF??-----A---?	rabat#NNI??-----A---?	batalion#NNI??-----A---?
ráž#NNF??-----A---?	rabiák#NNM??-----A---?	ráže#NNF??-----A---?
ratio#NNNS?-----A----	rada#NNF??-----A---?	racionální#AA???----??---?
radiála#NNF??-----A---?	radiace#NNF??-----A---?	radiální#AA???----??---?
radio#NNN??-----A----	radium#NNN??-----A---?	radiace#NNF??-----A---?
psycho#NNNS?-----A----	radium#NNN??-----A---?	radioaktivní#AA???----??---?
rafičit#V????--??-??I??	rafije#NNF??-----A---?	narafičit#V????--??-??P??
oligofrenie#NNF??-----A---?	rafije#NNF??-----A---?	graf#NNI??-----A---?
degustovat#V????--??-??I??	ragú#NNNXX-----A----	degustace#NNF??-----A---?
rejthar#NNM??-----A---?	rajtovat#V????--??-??I??	rejtar#NNM??-----A----
exercicie#NNFP?-----A---?	raketa#NNF??-----A---?	archa#NNF??-----A---?
objekt#NNI??-----A---?	omítka#NNF??-----A---?	namítat#V????--??-??I??
aeroplán#NNI??-----A---?	plán#NNI??-----A---?	planeta#NNF??-----A---?
křivý#AA???----??---?	ranč#NNI??-----A---?	ring#NNI??-----A---?
aranžovat#V????--??-??I??	ranč#NNI??-----A---?	rynek#NNI??-----A---?
partes#NNI??-----A---?	rapsodie#NNF??-----A---?	óda#NNF??-----A---?
razance#NNF??-----A---?	rastr#NNI??-----A---?	razantní#AA???----??---?
perzifláž#NNF??-----A---?	raut#NNI??-----A---?	bankrot#NNI??-----A---?
klusat#V????--??-??I??	rašit#V????--??-??I??	ráchat#V????--??-??I??
nevěsta#NNF??-----A---?	rdít#V????--??-??I??	rusý#AA???----??---?
radium#NNN??-----A---?	re#NNNXX-----A----	reakce#NNF??-----A---?
digrese#NNF??-----A---?	re#NNNXX-----A----	regrese#NNF??-----A---?
oficielní#AA???----??---?	re#NNNXX-----A----	referát#NNI??-----A---?
lejstro#NNN??-----A---?	re#NNNXX-----A----	rekreace#NNF??-----A---?
perspektiva#NNF??-----A---?	re#NNNXX-----A----	respekt#NNI??-----A---?
princ#NNM??-----A---?	re#NNNXX-----A----	recepce#NNF??-----A---?
impresário#NNM??-----A---?	re#NNNXX-----A----	represe#NNF??-----A---?
renaissance#NNF??-----A---?	re#NNNXX-----A----	renesance#NNF??-----A---?
prelát#NNM??-----A---?	re#NNNXX-----A----	relativní#AA???----??---?
cvrlikat#V????--??-??I??	reflektovat#V????--??-??I??	flexe#NNF??-----A---?
frak#NNI??-----A---?	refrén#NNI??-----A---?	fragment#NNI??-----A---?
konfuze#NNF??-----A---?	refundovat#V????--??-??B??	fúze#NNF??-----A---?
re#NNNXX-----A----	regata#NNF??-----A---?	kapsa#NNF??-----A---?
habilitovat#V????--??-??I??	regiment#NNI??-----A---?	region#NNI??-----A---?
regata#NNF??-----A---?	registrovat#V????--??-??B??	rejstřík#NNI??-----A---?
mandarin#NNM??-----A---?	rekomando#NNN??-----A---?	komando#NNN??-----A---?
leasing#NNI??-----A---?	relaxovat#V????--??-??I??	laxní#AA???----??---?
delikt#NNI??-----A---?	relikt#NNI??-----A---?	relikvie#NNF??-----A---?
mramor#NNI??-----A---?	remuláda#NNF??-----A---?	krajáč#NNI??-----A---?
mše#NNF??-----A---?	remíz#NNI??-----A---?	demise#NNF??-----A---?
negovat#V????--??-??I??	renegát#NNM??-----A---?	negace#NNF??-----A---?
annonce#NNF??-----A---?	renonc#NNI??-----A---?	anonce#NNF??-----A---?
nyní#Db-------------	renovovat#V????--??-??B??	nový#AA???----??---?
aparát#NNI??-----A---?	reparace#NNF??-----A---?	preparovat#V????--??-??B??
libela#NNF??-----A---?	repertoár#NNI??-----A---?	ambice#NNF??-----A---?
perpetuum#NNN??-----A---?	repetice#NNF??-----A---?	petice#NNF??-----A---?
brebentit#V????--??-??I??	reptat#V????--??-??I??	breptat#V????--??-??I??
prosektura#NNF??-----A---?	resekce#NNF??-----A---?	sekce#NNF??-----A---?
pryštit#V????--??-??I??	resekce#NNF??-----A---?	sekat#V????--??-??I??
inspirovat#V????--??-??B??	respirátor#NNI??-----A---?	aspirovat#V????--??-??I??
nýt#NNI??-----A---?	restaurovat#V????--??-??B??	stavět#V????--??-??I??
distrikt#NNI??-----A---?	restrikce#NNF??-----A---?	striktní#AA???----??---?
perverze#NNF??-----A---?	revers#NNI??-----A---?	konverze#NNF??-----A---?
evokovat#V????--??-??B??	revokovat#V????--??-??B??	vokál#NNI??-----A---?
registr#NNI??-----A---?	rez#NNF??-----A----	re#NNNXX-----A----
disidence#NNF??-----A---?	reziduum#NNN??-----A---?	rezidence#NNF??-----A---?
konzorcium#NNN??-----A---?	resort#NNI??-----A---?	sorta#NNF??-----A---?
inzult#NNI??-----A---?	rezultát#NNI??-----A---?	salto#NNN??-----A---?
cirát#NNI??-----A---?	rešerše#NNF??-----A---?	cirkus#NNI??-----A---?
regiment#NNI??-----A---?	režie#NNF??-----A---?	region#NNI??-----A---?
instalovat#V????--??-??B??	ribstole#NNF??-----A---?	stůl#NNI??-----?---?
resekce#NNF??-----A---?	ribstole#NNF??-----A---?	žebro#NNN??-----A---?
rigorozum#NNN??-----A---?	rigidní#AA???----??---?	rigorózum#NNN??-----A---?
ribstol#NNI??-----A---?	riskovat#V????--??-??B??	resekce#NNF??-----A---?
ráno#Db-------------	rod#NNI??-----A---?	raný#AA???----??---?
bryčka#NNF??-----A---?	rodeo#NNN??-----A---?	rotace#NNF??-----A---?
rdít#V????--??-??I??	rododendron#NNI??-----A---?	růže#NNF??-----A---?
romantika#NNF??-----A---?	román#NNI??-----A---?	romantický#AA???----??---?
rozmarýn#NNI??-----A---?	rosa#NNF??-----A---?	rozmarýna#NNF??-----A---?
rodeo#NNN??-----A---?	rotunda#NNF??-----A---?	rotace#NNF??-----A---?
remuláda#NNF??-----A---?	rub#NNI??-----A---?	kraj#NNI??-----A---?
rušit#V????--??-??I??	rousat#V????--??-??I??	ruch#NNI??-----A---?
řešato#NNN??-----A---?	roští#NNN??-----A---?	řešeto#NNN??-----A---?
rododendron#NNI??-----A---?	rudý#AA???----??---?	rusý#AA???----??---?
bažant#NNI??-----A---?	ruksak#NNI??-----A---?	žok#NNI??-----A---?
sak#NNI??-----A---?	ruksak#NNI??-----A---?	sáček#NNI??-----A---?
vak#NNI??-----A---?	ruksak#NNI??-----A---?	váček#NNI??-----A---?
rudý#AA???----??---?	rumba#NNF??-----A---?	rusý#AA???----??---?
režie#NNF??-----A---?	rychtář#NNM??-----A---?	rektor#NNM??-----A---?
risknout#V????--??-??P??	ryngle#NNF??-----A---?	rýt#V????--??-??I??
katar#NNI??-----A---?	rytmus#NNI??-----A---?	rýma#NNF??-----A---?
realný#AA???----??---?	ráj#NNI??-----A---?	republika#NNF??-----A---?
rosa#NNF??-----A---?	ráj#NNI??-----A---?	roj#NNI??-----A---?
rašit#V????--??-??I??	rámus#NNI??-----A---?	rachot#NNI??-----A---?
ryngle#NNF??-----A---?	hojit#V????--??-??I??	žít#V????--??-??I??
introspekce#NNF??-----A---?	rétorika#NNF??-----A---?	retrospektiva#NNF??-----A---?
garnitura#NNF??-----A---?	róba#NNF??-----A---?	garderoba#NNF??-----A---?
řada#NNF??-----A---?	ržát#V???---??-??I??	nářadí#NNN??-----A---?
vítr#NNI??-----A---?	ržát#V???---??-??I??	řídit#V????--??-??I??
politika#NNF??-----?---?	sajrajt#NNI??-----A---?	policajt#NNM??-----A---?
ruksak#NNI??-----A---?	sako#NNN??-----A---?	žok#NNI??-----A---?
sako#NNN??-----A---?	sakumprásk#Db-------------	sáček#NNI??-----A---?
reziduum#NNN??-----A---?	sakura#NNF??-----A---?	sedlák#NNM??-----A---?
volit#V????--??-??I??	salám#NNI??-----A---?	sůl#NNF??-----A---?
sanovat#V????--??-??I??	sanitární#AA???----??---?	sanace#NNF??-----A---?
sakristie#NNF??-----A---?	sankce#NNF??-----A---?	sakrální#AA???----1?---?
Sardon#NNM??-----A---?	sardel#NNF??-----A---?	sardonický#AA???----??---?
patřit#V????--??-??I??	schizma#NNN??-----A---?	cedit#V????--??-??I??
schizofrenní#AA???----??---?	schizma#NNN??-----A---?	schizofrenie#NNF??-----A---?
design#NNI??-----A---?	inscenovat#V????--??-??B??	signál#NNI??-----A---?
rána#NNF??-----A---?	segment#NNI??-----A---?	sekce#NNF??-----A---?
grémium#NNN??-----A---?	segregace#NNF??-----A---?	agregát#NNI??-----A---?
salut#NNI??-----A---?	sejf#NNI??-----A---?	salva#NNF??-----A---?
segment#NNI??-----A---?	sekta#NNF??-----A---?	sekce#NNF??-----A---?
konsekvence#NNF??-----A---?	sekunda#NNF??-----A---?	sekvence#NNF??-----A---?
diář#NNI??-----A---?	sem#Db-------------	zde#Db-------------
schizma#NNN??-----A---?	semestr#NNI??-----A---?	menstruace#NNF??-----A---?
koncensus#NNI??-----A---?	sentimentální#AA???----??---?	sentence#NNF??-----A---?
reparovat#V????--??-??I??	separovat#V????--??-??B??	preparovat#V????--??-??B??
servít#NNI??-----A---?	servilní#AA???----??---?	servítek#NNI??-----A---?
observatoř#NNF??-----A---?	servilní#AA???----??---?	servírovat#V????--??-??B??
rafije#NNF??-----A---?	sgrafito#NNN??-----A---?	graf#NNI??-----A---?
scéna#NNF??-----A---?	rezignovat#V????--??-??B??	signál#NNI??-----A---?
soja#NNF??-----A---?	sinat#V????--??-??I??	sojka#NNF??-----A---?
stěna#NNF??-----A---?	sinat#V????--??-??I??	stín#NNI??-----A---?
leb#NNF??-----A---?	skalp#NNI??-----A---?	lebka#NNF??-----A---?
eskalovat#V????--??-??B??	skalár#NNI??-----A---?	škála#NNF??-----A---?
skalár#NNI??-----A---?	skandál#NNI??-----A---?	škála#NNF??-----A---?
repertoár#NNI??-----A---?	skomírat#V????--??-??I??	konto#NNN??-----A---?
rutina#NNF??-----A---?	skomírat#V????--??-??I??	ex#NNXXX-----A----
škobrtnout#V????--??-??P??	skomírat#V????--??-??I??	škobrtat#V????--??-??I??
škrábnout#V????--??-??P??	skrblit#V????--??-??I??	škrabat#V????--??-??I??
pravoslaví#NNN??-----A---?	sláva#NNF??-----A---?	pravoslavný#AA???----??---?
slout#V????--??-??I??	sláva#NNF??-----A---?	slovo#NNN??-----A---?
monsignore#NNM??-----A---?	slečna#NNF??-----A---?	sir#NNM??-----A---?
slouha#NNM??-----A----	slogan#NNI??-----A---?	sluha#NNM??-----A----
sekta#NNF??-----A---?	sloup#NNI??-----A---?	instalovat#V????--??-??B??
ouplný#AA???----??---?	slynout#V????--??-??I??	plout#V????--??-??I??
plyn#NNI??-----A---?	slynout#V????--??-??I??	plynout#V????--??-??I??
slavit#V????--??-??I??	slyšet#V????--??-??I??	sláva#NNF??-----A---?
slimák#NNM??-----A---?	slza#NNF??-----A---?	sliz#NNI??-----A---?
slza#NNF??-----A---?	slíva#NNF??-----A---?	slimák#NNM??-----A---?
mail#NNI??-----A---?	smalt#NNI??-----A---?	email#NNI??-----A---?
šmelcovat#V????--??-??I??	smalt#NNI??-----A---?	rozšmelcovat#V????--??-??P??
konsolidovat#V????--??-??B??	soldateska#NNF??-----A---?	solidní#AA???----??---?
dezolátní#AA???----??---?	solitér#NNM??-----A---?	sólo#NNN??-----A---?
disonance#NNF??-----A---?	sonorní#AA???----??---?	sonet#NNI??-----A---?
dít#V???---??-??P??	sou#NNNXX-----A----	soud#NNI??-----A---?
povříslo#NNN??-----A---?	úzký#AA???----??---?	vázat#V????--??-??I??
houžev#NNF??-----A---?	úzký#AA???----??---?	uzel#NNI??-----A---?
rez#NNF??-----A----	speciální#AA???----??---?	spektrum#NNN??-----A---?
specifikum#NNN??-----A---?	speciální#AA???----??---?	specifický#AA???----??---?
respirovat#V????--??-??I??	spirála#NNF??-----A---?	konspirace#NNF??-----A---?
vrch#NNI??-----A---?	spodní#AA???----??---?	svrchní#AA???----??---?
korespondovat#V????--??-??I??	spontánní#AA???----??---?	sponzor#NNM??-----A---?
probošt#NNM??-----A---?	sport#NNI??-----?---?	deportovat#V????--??-??I??
kamna#NNNP?-----A---?	spořit#V????--??-??I??	sporák#NNI??-----A---?
peseta#NNF??-----A---?	spíž#NNF??-----A---?	penze#NNF??-----A---?
kašírovat#V????--??-??I??	squatter#NNM??-----A---?	kašírovaný#AA???----??---?
estakáda#NNF??-----A---?	staccato#NNN??-----A---?	atakovat#V????--??-??I??
kontrast#NNI??-----A---?	stacionární#AA???----??---?	statický#AA???----??---?
etamín#NNI??-----A---?	stacionární#AA???----??---?	stabilní#AA???----??---?
starý#A????----??---?	stařešina#NNF??-----A---?	starosta#NNM??-----A---?
maštal#NNF??-----A---?	stejný#AA???----??---?	stáj#NNF??-----A---?
stát#V???---??-??P??	stejný#AA???----??---?	stálý#AA???----??---?
klišé#NNNXX-----A----	stereo#NNN??-----A---?	stereotyp#NNI??-----A---?
stereofonie#NNF??-----A---?	stereo#NNN??-----A---?	stereofonní#AA???----??---?
stejný#AA???----??---?	stodola#NNF??-----A---?	stáj#NNF??-----A---?
stěžej#NNI??-----A---?	stožár#NNI??-----A---?	stěžejní#AA???----??---?
stoh#NNI??-----A---?	stožár#NNI??-----A---?	stěžeň#NNI??-----A----
straka#NNF??-----A---?	strach#NNI??-----A---?	strakatý#AA???----??---?
special#NNI??-----A---?	strategie#NNF??-----A---?	agonie#NNF??-----A---?
restrikce#NNF??-----A---?	stres#NNI??-----A---?	striktní#AA???----??---?
stařešina#NNF??-----A---?	strohý#AA???----??---?	strmý#AA???----??---?
strohý#AA???----??---?	strom#NNI??-----A---?	strmý#AA???----??---?
stříhnout#V????--??-??P??	strouhat#V????--??-??I??	střihat#V????--??-??I??
dělo#NNN??-----A---?	strouhat#V????--??-??I??	střela#NNF??-----A---?
strouhat#V????--??-??I??	struna#NNF??-----A---?	střela#NNF??-----A---?
struk#NNI??-----A---?	stručný#AA???----??---?	stroužek#NNI??-----A---?
sou#NNNXX-----A----	ostýchat#V????--??-??I??	soud#NNI??-----A---?
patron#NNM??-----A---?	ostýchat#V????--??-??I??	brach#NNM??-----A---?
slynout#V????--??-??I??	ostýchat#V????--??-??I??	máchat#V????--??-??I??
papila#NNF??-----A---?	stud#NNI??-----A---?	mrzet#V????--??-??I??
stodola#NNF??-----A---?	stát#NNI??-----?---?	stáj#NNF??-----A---?
sloup#NNI??-----A---?	stát#NNI??-----?---?	stůl#NNI??-----?---?
restaurovat#V????--??-??B??	stát#NNI??-----?---?	stavět#V????--??-??I??
promítnout#V????--??-??P??	střecha#NNF??-----A---?	stroj#NNI??-----A---?
strom#NNI??-----A---?	střemhlav#Db-------------	strmý#AA???----??---?
drolit#V????--??-??I??	střenka#NNF??-----A---?	třenový#AA???----??---?
střemhlav#Db-------------	střežit#V????--??-??I??	strach#NNI??-----A---?
semestr#NNI??-----A---?	střádat#V????--??-??I??	šetřit#V????--??-??I??
deskriptiva#NNF??-----A---?	subskribovat#V????--??-??I??	transkripce#NNF??-----A---?
stacionární#AA???----??---?	substituce#NNF??-----A---?	prostituce#NNF??-----A---?
konvalinka#NNF??-----A---?	subvence#NNF??-----A---?	invence#NNF??-----A---?
studovat#V????--??-??I??	sudý#AA???----1?---?	soud#NNI??-----A---?
mikrofiš#NNI??-----A---?	sufix#NNI??-----A---?	prefix#NNI??-----A---?
sekunda#NNF??-----A---?	svita#NNF??-----A---?	sekvence#NNF??-----A---?
sumit#NNI??-----A---?	suma#NNF??-----A---?	summit#NNI??-----A---?
mančaft#NNI??-----A---?	super#NNI??-----A---?	superman#NNM??-----A---?
market#NNI??-----A---?	super#NNI??-----A---?	supermarket#NNI??-----A---?
superiorní#AA???----??---?	super#NNI??-----A---?	superiorita#NNF??-----A---?
kompliment#NNI??-----A---?	suplovat#V????--??-??I??	plénum#NNN??-----A---?
svítit#V????--??-??I??	svatý#NNM??-----A---?	posvícení#NNN??-----?---?
ržát#V???---??-??I??	vát#V????--??-??I??	vítr#NNI??-----A---?
svatý#A????----??---?	svačina#NNF??-----A---?	svatba#NNF??-----A---?
svědět#V??????????????	svetr#NNI??-----A---?	svědit#V????--??-??I??
historie#NNF??-----A---?	svědek#NNM??-----A---?	svědomí#NNN??-----A---?
strategie#NNF??-----A---?	syn#NNM??-----A---?	symbol#NNI??-----A---?
antipatie#NNF??-----A---?	syn#NNM??-----A---?	sympatie#NNF??-----A---?
synthesa#NNF??-----A---?	syn#NNM??-----A---?	syntéza#NNF??-----A---?
syn#NNM??-----A---?	synod#NNI??-----A---?	metoda#NNF??-----A---?
synod#NNI??-----A---?	synopse#NNF??-----A---?	optika#NNF??-----A---?
synopse#NNF??-----A---?	syntagma#NNF??-----A---?	syntax#NNF??-----A---?
syčet#V????--??-??I??	sysel#NNM??-----A---?	sykat#V????--??-??I??
skandál#NNI??-----A---?	syžet#NNI??-----A---?	skandovat#V????--??-??I??
syntagma#NNF??-----A---?	sémiotika#NNF??-----A---?	semafor#NNI??-----A---?
stát#NNI??-----?---?	sídlo#NNN??-----A---?	bydlo#NNN??-----A---?
nasupit#V????--??-??P??	sípat#V????--??-??I??	supět#V????--??-??I??
osidlo#NNN??-----A---?	síň#NNF??-----A---?	síť#NNF??-----A---?
sém#NNI??-----A---?	táhnout#V????--??-??I??	těžký#AA???----??---?
těžit#V????--??-??I??	táhnout#V????--??-??I??	tíha#NNF??-----A---?
stuha#NNF??-----A---?	táhnout#V????--??-??I??	tuhý#A????----??---?
sídlit#V????--??-??I??	talent#NNI??-----A---?	hřivna#NNF??-----A---?
filatelie#NNF??-----A---?	talisman#NNI??-----A---?	teleologie#NNF??-----A---?
talent#NNI??-----A---?	tam#Db-------------	kam#Db-----------??
jak#Db-----------?-	tam#Db-------------	tak#Db-----------?-
tapisérie#NNF??-----A---?	tapeta#NNF??-----A---?	tapiserie#NNF??-----A---?
sgrafito#NNN??-----A---?	tautologie#NNF??-----A---?	auto#NNN??-----A---?
kontejner#NNI??-----A---?	taxa#NNF??-----A---?	takt#NNI??-----A---?
embargo#NNN??-----A---?	taxi#NNNXX-----A----	metr#NNI??-----A---?
tahat#V????--??-??I??	taxi#NNNXX-----A----	syntax#NNF??-----A---?
téci#V????--??-??I??	tehdy#Db-------------	utíkat#V????--??-??I??
otka#NNF??-----A---?	tehdy#Db-------------	tečna#NNF??-----A---?
kontext#NNI??-----A---?	tektonický#AA???----??---?	architekt#NNM??-----A---?
hypochondrie#NNF??-----A---?	temperament#NNI??-----A---?	flegmatik#NNM??-----A---?
idiosynkracie#NNF??-----A---?	temperament#NNI??-----A---?	humor#NNI??-----A---?
temperovat#V????--??-??I??	temperament#NNI??-----A---?	temperatura#NNF??-----A---?
soužit#V????--??-??I??	tenata#NNNP?-----A---?	tenký#AA???----??---?
intence#NNF??-----A---?	tendr#NNI??-----A---?	tendence#NNF??-----A---?
krátký#AA???----??---?	tenkrát#Db------------?	ráz#NNI??-----A---?
tennis#NNI??-----A---?	tenor#NNI??-----A---?	tenis#NNI??-----A---?
taxi#NNNXX-----A----	tepat#V????--??-??I??	ťapat#V????--??-??I??
pečovat#V????--??-??I??	terakota#NNF??-----A---?	péci#V????--??-??I??
suterén#NNI??-----A---?	terakota#NNF??-----A---?	terén#NNI??-----A---?
suita#NNF??-----A---?	terciární#AA???----??---?	sekundární#AA???----1?---?
primus#NNM??-----A---?	terciární#AA???----??---?	primární#AA???----??---?
determinovat#V????--??-??B??	terminál#NNI??-----A---?	termín#NNI??-----A---?
sudý#AA???----1?---?	teta#NNF??-----A---?	bába#NNF??-----A---?
tetracyklický#AA???----??---?	tetovat#V????--??-??B??	tetracyklin#NNI??-----A---?
pentalogie#NNF??-----A---?	tetovat#V????--??-??B??	tetralogie#NNF??-----A---?
tehdy#Db-------------	tečovat#V????--??-??I??	tečna#NNF??-----A---?
tam#Db-------------	teď#Db-------------	tady#Db-------------
teč#NNF??-----A---?	teď#Db-------------	tehdy#Db-------------
trouchnivět#V????--??-??I??	zteřelý#AA???----??---?	trouchnivý#AA???----??---?
teď#Db-------------	zteřelý#AA???----??---?	dřít#V????--??-??I??
tepat#V????--??-??I??	téma#NNN??-----A---?	teze#NNF??-----A---?
teřet#V????--??-??I??	tkvět#V????--??-??I??	tknout#V???---??-??I??
tlak#NNI??-----A---?	tlouci#V????--??-??I??	tlačit#V????--??-??I??
dávit#V????--??-??I??	tlumit#V????--??-??I??	dav#NNI??-----A---?
slepý#A????----??---?	tonout#V????--??-??I??	kynout#V????--??-??I??
izotop#NNI??-----A---?	toponomastika#NNF??-----A---?	topografie#NNF??-----A---?
turbina#NNF??-----A---?	trable#NNFP?-----A---?	turbína#NNF??-----A---?
extrahovat#V????--??-??B??	trakce#NNF??-----A---?	extrakt#NNI??-----A---?
trachta#NNF??-----A---?	traktát#NNI??-----A---?	trachtace#NNF??-----A---?
koitus#NNI??-----A---?	trans#NNI??-----A---?	tranzit#NNI??-----A---?
tradovat#V????--??-??I??	trans#NNI??-----A---?	tradice#NNF??-----A---?
implantovat#V????--??-??P??	trans#NNI??-----A---?	transplantace#NNF??-----A---?
refundovat#V????--??-??B??	trans#NNI??-----A---?	transfuze#NNF??-----A---?
interjekce#NNF??-----A---?	trans#NNI??-----A---?	trajekt#NNI??-----A---?
tkvít#Vf--------A----	trast#NNI??-----A---?	zdravý#A????----??---?
triangulovat#V????--??-??I??	triangl#NNI??-----A---?	triangulace#NNF??-----A---?
